age,gender,country,state,is_self_employed,family_history,treatment,work_interfere,num_employees,remote_work,is_tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_conseq,physical_health_conseq,coworkers,supervisor,mental_health_interview,physical_health_interview,mental_vs_physical,observed_consequence,age_group,continent,country_grouped
38,Male,United States,TN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Yes,4,Unsure,No,Unsure,Yes,Unsure,Unsure,Unknown,No,35-44,North America,United States
33,Male,Germany,UNKNOWN,No,Yes,Yes,Often,26-100,No,Yes,Unknown,Unknown,Yes,No,Yes,1,No,No,Unsure,Yes,Yes,Yes,Yes,No,25-34,Europe,Germany
30,Male,United States,WA,No,Yes,No,Never,More than 1000,No,No,Unknown,No,No,Unknown,Unknown,4,Yes,Unsure,No,No,No,No,No,No,25-34,North America,United States
34,Male,Netherlands,UNKNOWN,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Yes,Unsure,No,Unsure,Yes,No,25-34,Europe,Netherlands
26,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Unsure,No,Unsure,No,No,25-34,North America,United States
33,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,25-34,Europe,United Kingdom
32,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,No,No,No,Unknown,0,No,No,No,Yes,No,Unsure,No,No,25-34,Europe,United Kingdom
25,Male,Germany,UNKNOWN,Yes,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,1,No,No,Unsure,Yes,Yes,Yes,Yes,No,25-34,Europe,Germany
35,Male,Germany,UNKNOWN,Yes,No,Yes,Sometimes,26-100,Yes,No,Unknown,No,No,No,Unknown,2,Yes,Unsure,Yes,No,No,Unsure,Unknown,No,35-44,Europe,Germany
24,Male,United Kingdom,UNKNOWN,Yes,Yes,No,Often,1-5,Yes,Yes,Unknown,Unknown,No,No,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,No,18-24,Europe,United Kingdom
55,Male,United Kingdom,UNKNOWN,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,1,Yes,Unsure,No,Unsure,No,Unsure,No,Yes,55+,Europe,United Kingdom
33,Male,United Kingdom,UNKNOWN,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,No,3,Yes,Unsure,Unsure,Unsure,No,Unsure,No,Yes,25-34,Europe,United Kingdom
26,Female,United Kingdom,UNKNOWN,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,0,Unsure,No,Unsure,Yes,No,Unsure,Yes,No,25-34,Europe,United Kingdom
25,Male,United Kingdom,UNKNOWN,No,No,No,Never,6-25,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Yes,Yes,No,No,Unknown,No,25-34,Europe,United Kingdom
45,Male,United Kingdom,UNKNOWN,No,Yes,No,Rarely,100-500,No,No,Unknown,No,No,No,Unknown,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,45-54,Europe,United Kingdom
33,Female,United Kingdom,UNKNOWN,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,0,No,No,Unsure,Yes,No,No,Unknown,No,25-34,Europe,United Kingdom
43,Male,United States,MI,No,No,No,Sometimes,More than 1000,Yes,Yes,No,Unknown,No,No,Unknown,3,Yes,Unsure,No,No,No,Unsure,No,Yes,35-44,North America,United States
30,Male,United Kingdom,UNKNOWN,Yes,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,No,3,Yes,Yes,No,No,No,No,Yes,Yes,25-34,Europe,United Kingdom
40,Male,United States,IN,No,Yes,Yes,Rarely,6-25,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,No,No,Yes,Yes,No,Unsure,Unknown,No,35-44,North America,United States
49,Male,United States,GA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,4,No,No,Yes,Yes,No,No,Yes,No,45-54,North America,United States
29,Male,Germany,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,1,No,No,Unsure,Yes,Unsure,Yes,Unknown,No,25-34,Europe,Germany
26,Male,Germany,UNKNOWN,No,No,No,Unknown,500-1000,No,Yes,Unknown,No,Unknown,Unknown,Unknown,4,No,No,Unsure,Unsure,Unsure,Unsure,Unknown,No,25-34,Europe,Germany
38,Male,United States,WA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,No,Yes,35-44,North America,United States
27,Male,France,UNKNOWN,No,Yes,No,Unknown,500-1000,No,No,Yes,Yes,Unknown,No,Yes,1,Unsure,Unsure,No,Unsure,No,Unsure,Unknown,Yes,25-34,Europe,France
26,Male,Belgium,UNKNOWN,No,No,No,Never,6-25,No,Yes,Yes,No,No,No,No,1,Unsure,No,No,No,No,No,Unknown,No,25-34,Europe,Other
28,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,Unknown,1,Unsure,Unsure,Yes,Yes,No,No,No,No,25-34,Europe,United Kingdom
40,Male,United States,ME,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,4,Unsure,Unsure,Unsure,Yes,No,Unsure,No,No,35-44,North America,United States
37,Female,Canada,UNKNOWN,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,No,No,Yes,1,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unknown,Yes,35-44,North America,Canada
34,Female,United Kingdom,UNKNOWN,No,Yes,Yes,Often,26-100,Yes,No,Yes,Yes,No,Yes,No,1,Yes,Yes,Unsure,No,No,No,Unknown,No,25-34,Europe,United Kingdom
28,Male,United States,NY,No,Yes,Yes,Often,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,Yes,Unknown,No,25-34,North America,United States
27,Male,Canada,UNKNOWN,No,No,No,Never,26-100,No,Yes,Yes,Unknown,Yes,No,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,Canada
29,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,0,No,No,Yes,Yes,No,Yes,Yes,No,25-34,Europe,United Kingdom
39,Female,United Kingdom,UNKNOWN,No,Yes,No,Rarely,500-1000,Yes,Yes,Unknown,Unknown,No,No,Unknown,2,Yes,Yes,No,No,No,No,No,Yes,35-44,Europe,United Kingdom
28,Male,United Kingdom,UNKNOWN,No,No,No,Often,6-25,No,Yes,No,No,No,No,No,2,Yes,No,No,No,No,Yes,Yes,No,25-34,Europe,United Kingdom
23,Male,United States,PA,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Unknown,Yes,Yes,Yes,1,No,No,No,No,No,Unsure,Unknown,No,18-24,North America,United States
,Others,"Bahamas, The",IL,Yes,Yes,Yes,Often,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Unknown,Other
38,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,1-5,Yes,Yes,No,No,No,No,Yes,1,No,No,Unsure,Yes,No,No,Unknown,No,35-44,Europe,United Kingdom
19,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Yes,No,No,Yes,Unknown,0,No,No,Yes,Yes,No,No,Yes,No,18-24,Europe,United Kingdom
30,Female,United States,IL,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Unknown,Yes,0,No,No,Unsure,No,No,No,Yes,No,25-34,North America,United States
28,Male,United Kingdom,UNKNOWN,Yes,No,No,Unknown,1-5,Yes,Yes,No,Yes,No,No,Yes,0,Unsure,Unsure,No,No,No,No,Yes,No,25-34,Europe,United Kingdom
20,Male,India,UNKNOWN,No,No,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,4,Yes,No,No,No,No,Unsure,Yes,No,18-24,Asia,India
35,Male,United Kingdom,UNKNOWN,Yes,No,No,Sometimes,1-5,No,Yes,Unknown,Unknown,No,Unknown,Unknown,1,No,No,Unsure,Yes,No,No,Unknown,No,35-44,Europe,United Kingdom
39,Male,United States,MN,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,0,Unsure,No,Unsure,Yes,No,No,Unknown,No,35-44,North America,United States
31,Female,United States,TX,No,Yes,No,Never,More than 1000,No,No,Yes,Unknown,No,Unknown,Unknown,4,Yes,Yes,No,No,No,No,Unknown,No,25-34,North America,United States
32,Male,United Kingdom,UNKNOWN,No,No,No,Rarely,500-1000,No,Yes,No,No,No,No,Unknown,4,Yes,No,No,No,No,No,Unknown,No,25-34,Europe,United Kingdom
27,Male,Sweden,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,4,No,No,No,No,No,No,Unknown,No,25-34,Europe,Other
25,Male,United States,PA,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,Unknown,Yes,1,No,No,Yes,Yes,Unsure,Unsure,Unknown,No,25-34,North America,United States
42,Male,United States,IN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,No,Unsure,Yes,No,Unsure,Unknown,No,35-44,North America,United States
34,Male,United States,PA,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,No,No,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Unknown,No,25-34,North America,United States
26,Female,United States,OH,No,No,Yes,Sometimes,26-100,Yes,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,No,Unsure,No,Unsure,Unsure,Unknown,Yes,25-34,North America,United States
35,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,0,Yes,Yes,Unsure,Unsure,No,Unsure,Yes,Yes,35-44,Europe,United Kingdom
34,Male,United Kingdom,UNKNOWN,No,No,No,Never,500-1000,No,Yes,Unknown,No,No,Unknown,Unknown,0,Unsure,No,Yes,Yes,No,No,Yes,No,25-34,Europe,United Kingdom
38,Male,United States,PA,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Yes,0,No,No,Yes,Yes,Yes,Yes,Unknown,No,35-44,North America,United States
34,Male,United States,SD,No,No,No,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,4,Yes,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,United States
39,Male,United States,IN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,1,No,No,Unsure,Yes,Unsure,Yes,Yes,No,35-44,North America,United States
44,Female,United States,CA,No,No,No,Unknown,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,4,Yes,No,No,No,No,No,Unknown,No,35-44,North America,United States
40,Male,United States,TN,No,No,No,Unknown,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,4,Unsure,No,No,Yes,No,No,Unknown,No,35-44,North America,United States
33,Female,United States,TX,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,Unknown,Unknown,Yes,1,Unsure,No,No,Unsure,No,No,Yes,No,25-34,North America,United States
24,Female,United States,TN,No,Yes,No,Sometimes,More than 1000,No,No,Yes,Yes,No,Unknown,Unknown,2,Yes,Unsure,Unsure,Unsure,No,No,No,Yes,18-24,North America,United States
38,Female,United States,OR,No,Yes,No,Sometimes,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,35-44,North America,United States
31,Male,United States,SD,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Unknown,Yes,Yes,Yes,4,Yes,Unsure,Unsure,Unsure,No,Unsure,Yes,No,25-34,North America,United States
23,Male,Israel,UNKNOWN,No,No,No,Unknown,100-500,No,Yes,Unknown,Unknown,No,No,Yes,0,Unsure,No,Unsure,Yes,Unsure,Yes,Unknown,No,18-24,Asia,Other
26,Female,United States,NY,No,No,No,Unknown,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,1,No,No,Yes,Yes,No,Unsure,Yes,No,25-34,North America,United States
46,Others,United States,CT,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,4,Yes,No,Unsure,Unsure,No,No,No,Yes,45-54,North America,United States
30,Male,United States,CA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Unknown,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,United States
25,Male,United States,UNKNOWN,No,No,No,Rarely,26-100,Yes,Yes,Unknown,No,No,No,Unknown,1,Yes,No,Unsure,Unsure,No,Yes,Unknown,Yes,25-34,North America,United States
19,Male,Canada,UNKNOWN,No,No,No,Never,26-100,Yes,Yes,Unknown,No,No,No,Unknown,1,No,No,Unsure,Unsure,No,Unsure,No,No,18-24,North America,Canada
30,Female,United States,GA,No,Yes,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Yes,1,Unsure,Unsure,Unsure,Unsure,No,No,No,Yes,25-34,North America,United States
32,Male,United States,TN,No,No,No,Never,6-25,No,Yes,Yes,Yes,Yes,Yes,Unknown,1,No,No,Yes,Yes,No,Unsure,Yes,No,25-34,North America,United States
32,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,4,Unsure,Unsure,No,No,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
37,Male,United States,IN,No,Yes,No,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,1,Unsure,No,Unsure,Unsure,No,Unsure,No,No,35-44,North America,United States
42,Male,United States,CA,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,35-44,North America,United States
25,Female,United States,OR,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,4,Unsure,No,Unsure,Yes,Unsure,No,Yes,No,25-34,North America,United States
19,Male,United States,IN,No,No,No,Sometimes,1-5,No,Yes,Unknown,Unknown,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,18-24,North America,United States
40,Female,United States,GA,No,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,No,Unknown,4,Yes,Yes,No,No,No,No,Unknown,No,35-44,North America,United States
34,Male,United States,IN,No,No,No,Unknown,More than 1000,No,No,Yes,Unknown,Yes,Unknown,Unknown,4,Unsure,Unsure,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
26,Male,United States,MN,No,Yes,No,Unknown,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,4,No,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
31,Male,United States,MN,No,Yes,Yes,Rarely,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,4,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
40,Male,United States,NC,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Unknown,Yes,Unknown,Unknown,4,Yes,Unsure,Unsure,Unsure,No,Unsure,No,No,35-44,North America,United States
31,Female,United States,FL,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,No,3,Yes,No,No,No,No,Yes,No,Yes,25-34,North America,United States
36,Male,United States,MN,No,No,No,Never,100-500,No,No,Unknown,No,No,Unknown,Unknown,4,Yes,Unsure,No,No,No,Unsure,Unknown,Yes,35-44,North America,United States
35,Male,Canada,UNKNOWN,No,Yes,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Unknown,4,Unsure,No,No,Unsure,No,No,Unknown,No,35-44,North America,Canada
26,Male,Australia,UNKNOWN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,4,No,No,Yes,Yes,No,Unsure,Yes,No,25-34,Oceania,Australia
44,Male,United States,MO,No,No,No,Unknown,More than 1000,Yes,No,Unknown,No,Unknown,Unknown,Yes,4,Yes,No,Unsure,No,No,No,No,No,35-44,North America,United States
34,Female,United States,CA,No,No,No,Sometimes,1-5,No,Yes,No,Unknown,No,No,Unknown,0,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
35,Male,United States,OR,No,No,No,Unknown,6-25,Yes,Yes,No,No,No,No,Unknown,4,No,No,No,No,No,No,Unknown,No,35-44,North America,United States
28,Female,United States,OH,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,1,Yes,No,Unsure,Unsure,No,Unsure,No,No,25-34,North America,United States
33,Male,United States,NY,No,No,No,Unknown,6-25,Yes,Yes,Yes,No,Unknown,Yes,Yes,4,No,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
40,Male,United States,WI,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Unknown,4,Yes,No,No,No,No,Unsure,Unknown,No,35-44,North America,United States
26,Male,United States,WA,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,United States
29,Female,United Kingdom,UNKNOWN,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,No,No,Unknown,4,Unsure,No,Unsure,No,No,Yes,No,Yes,25-34,Europe,United Kingdom
26,Female,Canada,UNKNOWN,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Unknown,No,No,Yes,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,Canada
33,Male,Italy,UNKNOWN,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Unknown,No,No,Unknown,1,No,No,Unsure,Yes,No,No,Unknown,No,25-34,Europe,Other
28,Male,Brazil,UNKNOWN,No,Yes,No,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,1,No,No,Unsure,Unsure,No,No,Unknown,Yes,25-34,South America,Other
41,Male,United States,IL,Yes,No,Yes,Often,1-5,Yes,No,No,Yes,Yes,Yes,Yes,3,No,No,Unsure,Unsure,No,No,Yes,Yes,35-44,North America,United States
39,Male,United Kingdom,UNKNOWN,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,2,No,No,Yes,Yes,No,Unsure,Yes,Yes,35-44,Europe,United Kingdom
26,Female,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Unknown,4,No,No,Unsure,Yes,No,Unsure,No,Yes,25-34,North America,United States
23,Female,United States,IL,No,Yes,No,Sometimes,26-100,No,No,No,No,No,No,Unknown,2,Yes,No,No,Unsure,No,Unsure,No,No,18-24,North America,United States
35,Male,Switzerland,UNKNOWN,No,Yes,Yes,Often,More than 1000,No,Yes,Unknown,Unknown,No,No,Yes,0,No,No,Unsure,Unsure,No,Unsure,No,No,35-44,Europe,Other
36,Male,United States,FL,No,No,No,Never,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unsure,Unsure,No,No,Unknown,No,35-44,North America,United States
42,Male,United States,TN,No,No,No,Rarely,More than 1000,No,No,Unknown,No,No,Unknown,Unknown,4,Unsure,No,Unsure,No,No,Unsure,No,No,35-44,North America,United States
39,Male,United States,WA,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Unknown,Yes,0,No,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
27,Male,United States,CA,No,No,No,Never,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,No,Unsure,Yes,Unsure,Unsure,Unknown,No,25-34,North America,United States
33,Male,United States,FL,Yes,No,No,Never,6-25,Yes,Yes,Unknown,No,No,No,No,0,Unsure,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
31,Male,Canada,UNKNOWN,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,Canada
28,Female,United States,OR,No,No,Yes,Rarely,6-25,No,Yes,Yes,Yes,Unknown,Yes,Yes,0,No,No,Unsure,Unsure,No,Yes,Unknown,No,25-34,North America,United States
29,Female,United States,NJ,No,No,Yes,Often,More than 1000,Yes,No,Yes,No,No,No,Unknown,1,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,25-34,North America,United States
27,Male,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Yes,3,Unsure,No,Unsure,No,No,Unsure,No,No,25-34,North America,United States
44,Male,United States,FL,Yes,No,No,Never,1-5,Yes,Yes,Unknown,No,No,No,Yes,2,No,No,No,No,No,No,Unknown,No,35-44,North America,United States
25,Male,United States,UT,No,No,Yes,Often,6-25,Yes,Yes,Unknown,No,No,No,Unknown,1,Unsure,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,United States
24,Male,Germany,UNKNOWN,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,1,Unsure,No,Yes,Yes,No,No,Unknown,No,18-24,Europe,Germany
25,Male,South Africa,UNKNOWN,No,Yes,Yes,Often,6-25,No,No,Unknown,No,No,No,Yes,4,No,No,Unsure,Yes,No,Unsure,No,Yes,25-34,Africa,Other
34,Male,United States,NJ,No,No,No,Never,6-25,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,1,Unsure,Unsure,No,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
26,Male,United States,PA,No,No,No,Never,More than 1000,No,No,Yes,Yes,No,Unknown,Unknown,2,Unsure,No,No,Yes,No,No,Unknown,No,25-34,North America,United States
48,Male,United States,IN,No,No,No,Never,26-100,No,No,Yes,Yes,Yes,Yes,Yes,4,Unsure,No,Unsure,Yes,No,Unsure,Unknown,No,45-54,North America,United States
34,Male,Greece,UNKNOWN,No,No,No,Unknown,26-100,Yes,Yes,No,No,No,No,Unknown,3,Yes,Unsure,Unsure,No,No,Unsure,No,No,25-34,Europe,Other
39,Female,United States,OH,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,Unsure,No,No,35-44,North America,United States
43,Male,United States,OH,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Unknown,No,Yes,Unknown,4,Unsure,No,No,No,No,No,Unknown,No,35-44,North America,United States
41,Male,United States,IL,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,4,Unsure,Unsure,Unsure,No,No,No,Yes,Yes,35-44,North America,United States
25,Male,United States,IN,No,No,No,Never,More than 1000,No,No,Unknown,No,No,No,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
31,Male,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Unknown,1,Unsure,No,Unsure,No,No,Unsure,No,No,25-34,North America,United States
40,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Yes,No,No,No,Unsure,No,Yes,35-44,North America,United States
43,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,Unsure,Unknown,No,35-44,North America,United States
27,Female,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Unsure,No,Yes,Unsure,No,Unsure,No,Yes,25-34,North America,United States
37,Female,United States,NJ,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Unknown,Unknown,4,Yes,Unsure,No,No,No,Unsure,Unknown,No,35-44,North America,United States
32,Male,Netherlands,UNKNOWN,Yes,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Yes,3,Unsure,No,Unsure,Yes,No,Unsure,No,No,25-34,Europe,Netherlands
25,Male,United States,UT,No,Yes,Yes,Often,1-5,No,Yes,No,Yes,No,No,Yes,0,Unsure,No,Yes,Yes,No,Unsure,No,No,25-34,North America,United States
29,Male,Netherlands,UNKNOWN,No,Yes,Yes,Often,1-5,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,3,No,Unsure,Yes,Yes,Unsure,No,Yes,No,25-34,Europe,Netherlands
30,Female,United States,TN,No,Yes,Yes,Often,More than 1000,No,No,Yes,No,No,No,Unknown,2,Yes,No,No,No,No,Unsure,No,No,25-34,North America,United States
34,Female,Canada,UNKNOWN,No,Yes,Yes,Often,26-100,No,No,Unknown,No,Yes,Unknown,Unknown,1,No,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,Canada
32,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,1-5,No,No,Yes,Yes,Yes,Yes,Yes,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,No,No,25-34,Europe,United Kingdom
37,Male,Germany,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,No,No,No,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,35-44,Europe,Germany
41,Male,Germany,UNKNOWN,No,No,Yes,Sometimes,More than 1000,No,Yes,Unknown,No,No,No,Unknown,2,No,No,Yes,Yes,No,No,Yes,No,35-44,Europe,Germany
38,Male,United States,IN,No,Yes,No,Never,More than 1000,No,No,Yes,Unknown,Yes,Yes,Unknown,4,Yes,Unsure,Unsure,No,No,No,No,No,35-44,North America,United States
32,Male,United States,IN,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Unknown,Yes,4,No,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,North America,United States
28,Female,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,United States
,Male,United States,OH,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Yes,0,No,No,Unsure,Unsure,No,Unsure,Yes,No,,North America,United States
43,Male,United States,TX,No,Yes,No,Never,100-500,No,No,Yes,Yes,No,Unknown,Unknown,1,Unsure,No,Unsure,Unsure,No,Unsure,No,No,35-44,North America,United States
32,Male,United States,TN,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Unknown,3,Yes,No,Yes,Yes,No,Yes,No,No,25-34,North America,United States
25,Male,United States,WA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Unknown,Yes,4,Yes,No,No,No,No,No,Yes,No,25-34,North America,United States
37,Male,United States,UT,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,Yes,Yes,0,No,No,No,Yes,No,No,Yes,No,35-44,North America,United States
36,Male,United States,AL,Yes,No,Yes,Sometimes,1-5,No,No,No,Yes,No,No,No,3,No,No,No,No,No,No,No,Yes,35-44,North America,United States
24,Male,United States,WI,No,Yes,Yes,Rarely,6-25,Yes,Yes,Unknown,No,No,No,Unknown,0,No,No,Yes,Yes,Unsure,Yes,Yes,No,18-24,North America,United States
40,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,2,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,Yes,35-44,North America,United States
29,Male,United States,WI,No,No,No,Unknown,More than 1000,No,No,Unknown,Unknown,Yes,Unknown,Yes,1,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
